,date,latitude,longitude,depth,magnitude,magnitude type,place
6215,1988-11-23T09:11:27+0000,48.132,-71.2,29.0,4.6,MN,20 km S  from Laterriere
6226,1988-11-25T23:46:04+0000,48.117,-71.183,28.9,5.9,Mw,21 km S  from Laterriere
6245,1988-11-26T03:38:08+0000,48.142,-71.299,26.4,4.1,MN,SAGUENAY REGION
6268,1988-11-27T00:36:16+0000,50.697,-130.371,10.0,5.3,MS,203 km W  from Port Hardy
6275,1988-11-27T06:40:42+0000,50.796,-130.465,10.0,4.0,MB,210 km W  from Port Hardy
6320,1988-12-02T02:04:01+0000,48.823,-128.831,10.0,4.1,MB,WEST of VANCOUVER ISLAND
6332,1988-12-04T13:41:27+0000,50.815,-130.504,10.0,4.1,MB,WEST of VANCOUVER ISLAND
6347,1988-12-07T21:47:31+0000,56.913,-143.299,10.0,4.3,MB,543 km SW from Haines Junction
6381,1988-12-12T18:57:21+0000,58.984,-136.875,10.0,4.7,MB,180 km SW from Carcross
6412,1988-12-21T23:53:20+0000,60.093,-139.213,5.0,4.0,ML,119 km SW from Haines Junction
6415,1988-12-22T06:00:55+0000,62.038,-124.187,10.0,4.8,MB,120 km N  from Nahanni Butte
6444,1988-12-26T23:32:35+0000,60.128,-141.134,10.0,4.1,MB,179 km SW from Destruction Bay
6447,1988-12-27T19:53:07+0000,62.119,-124.265,10.0,4.1,MN,130 km N  from Nahanni Butte
6464,1989-01-01T17:55:53+0000,49.27,-67.329,18.0,4.0,MN,LOWER ST.LAWRENCE
6468,1989-01-02T05:00:05+0000,63.187,-127.895,10.0,4.1,ML,MACKENZIE MOUNTAINS
6550,1989-01-17T05:47:16+0000,57.997,-142.769,10.0,4.5,MB,427 km SW from Destruction Bay
6561,1989-01-19T17:51:21+0000,66.301,-54.289,18.0,4.9,ML,DAVIS STRAIT
6588,1989-01-26T06:59:06+0000,58.726,-143.127,10.0,4.5,MB,371 km SW from Destruction Bay
6597,1989-01-28T15:00:32+0000,62.619,-127.823,18.0,4.0,ML,MACKENZIE MOUNTAINS
6603,1989-01-30T04:10:46+0000,62.702,-127.838,18.0,4.2,ML,MACKENZIE MOUNTAINS
6604,1989-01-30T04:35:54+0000,62.625,-127.744,18.0,4.0,ML,MACKENZIE MOUNTAINS
6607,1989-01-31T06:40:47+0000,59.949,-141.575,12.0,4.2,ML,210 km SW from Destruction Bay
6616,1989-02-02T15:40:51+0000,46.096,-57.967,18.0,4.2,MN,LAURENTIAN CHANNEL
6655,1989-02-10T01:04:24+0000,50.074,-64.654,18.0,4.3,MN,LOWER ST.LAWRENCE-NORTH SHORE
6665,1989-02-13T20:56:07+0000,61.114,-131.219,18.0,4.2,ML,SOUTHERN YUKON TERRITORY.
6678,1989-02-15T03:32:47+0000,59.973,-140.571,10.0,4.0,ML,173 km SW from Destruction Bay
6687,1989-02-16T05:48:53+0000,57.288,-143.102,10.0,4.5,MB,503 km SW from Haines Junction
6695,1989-02-17T07:38:09+0000,57.784,-137.886,10.0,4.7,MB,314 km SW from Atlin
6737,1989-02-24T09:41:55+0000,50.535,-130.127,10.0,4.3,MB,WEST of VANCOUVER ISLAND
6738,1989-02-24T19:02:40+0000,59.205,-145.039,10.0,4.3,MB,407 km SW from Dry Creek
6753,1989-02-28T12:16:25+0000,48.96,-129.333,10.0,4.4,MB,WEST of VANCOUVER ISLAND
6765,1989-03-05T06:42:00+0000,47.813,-123.357,46.0,4.6,MB,69 km S  from Victoria
6767,1989-03-06T03:09:54+0000,48.429,-122.231,2.0,4.0,ML,70 km S  from Abbotsford
6777,1989-03-09T09:41:32+0000,47.717,-69.8567,10.5,4.3,MN,CHARLEVOIX-KAMOURASKA
6795,1989-03-11T08:31:52+0000,47.7191,-69.8744,10.3,4.4,MN,CHARLEVOIX-KAMOURASKA
6804,1989-03-13T01:59:51+0000,56.939,-143.57,10.0,4.2,MB,551 km SW from Haines Junction
6812,1989-03-14T19:42:06+0000,61.296,-59.27,18.0,4.8,MB,301 km E  from Resolution Island
6820,1989-03-16T04:17:29+0000,60.062,-70.056,18.0,5.7,MN,5 km N  from Kangirsuk
6860,1989-03-26T15:54:31+0000,57.048,-58.921,18.0,4.1,ML,LABRADOR SEA
6866,1989-03-27T10:59:01+0000,71.199,-64.193,18.0,4.2,MB,181 km NE from Clyde River
6891,1989-04-01T10:16:16+0000,49.616,-130.015,10.0,4.2,MB,WEST of VANCOUVER ISLAND
6933,1989-04-08T01:22:17+0000,56.958,-143.471,10.0,4.9,MB,545 km SW from Haines Junction
6934,1989-04-08T01:24:45+0000,56.866,-143.396,10.0,4.5,ML,GULF of ALASKA.
6958,1989-04-14T19:45:08+0000,67.489,-142.519,18.0,4.1,ML,NORTHEASTERN ALASKA.
6969,1989-04-17T23:44:50+0000,66.876,-135.646,18.0,4.0,ML,NORTHERN YUKON TERRITORY.
7026,1989-05-03T05:25:10+0000,50.525,-130.261,10.0,4.6,MB,197 km W  from Port Hardy
7044,1989-05-08T21:21:08+0000,50.575,-130.191,10.0,4.2,MB,WEST of VANCOUVER ISLAND
7073,1989-05-16T04:07:58+0000,62.426,-142.73,5.0,4.1,ML,96 km W  from Beaver Creek
7078,1989-05-16T16:11:21+0000,61.332,-59.156,18.0,4.1,ML,LABRADOR SEA
7102,1989-05-24T01:19:23+0000,58.567,-60.365,18.0,4.2,ML,LABRADOR SEA
7179,1989-06-11T11:34:44+0000,57.389,-142.951,10.0,4.5,MB,488 km SW from Haines Junction
7208,1989-06-18T20:38:37+0000,47.41,-122.776,45.0,4.1,ML,122 km S  from Victoria
7229,1989-06-25T23:56:35+0000,58.308,-142.898,10.0,4.0,ML,401 km SW from Destruction Bay
7305,1989-07-19T14:09:07+0000,49.017,-128.88,10.0,4.0,ML,WEST of VANCOUVER ISLAND
7345,1989-08-02T12:21:09+0000,64.261,-139.067,18.0,4.0,ML,25 km NE from Moosehide Creek 2
7357,1989-08-06T13:17:45+0000,59.966,-140.923,10.0,5.3,MB,185 km SW from Destruction Bay
7360,1989-08-06T15:14:48+0000,59.864,-140.918,10.0,4.8,MB,SOUTHEASTERN ALASKA.
7397,1989-08-15T22:19:37+0000,48.937,-129.043,10.0,4.5,MB,WEST of VANCOUVER ISLAND
7411,1989-08-20T03:22:11+0000,48.937,-129.707,10.0,4.5,MB,WEST of VANCOUVER ISLAND
7416,1989-08-21T18:16:09+0000,45.979,-57.879,18.0,4.0,MN,LAURENTIAN CHANNEL SWARM
7425,1989-08-24T00:31:07+0000,49.566,-130.313,10.0,4.6,MB,225 km SW from Port Alice
7513,1989-09-12T10:57:05+0000,49.775,-126.883,33.7,4.4,ML,48 km SW from Vernon
7533,1989-09-15T08:14:17+0000,60.381,-144.862,0.0,4.3,ML,300 km SW from Dry Creek
7548,1989-09-18T21:16:30+0000,66.709,-135.844,24.0,5.1,MB,123 km SW from Tsiigehtchic
7553,1989-09-19T09:24:53+0000,63.111,-144.542,5.0,4.0,ML,204 km NW from Beaver Creek
7559,1989-09-22T10:14:50+0000,48.819,-129.059,10.0,4.4,MB,WEST of VANCOUVER ISLAND
7590,1989-10-02T09:08:36+0000,50.825,-130.43,10.0,4.1,ML,WEST of VANCOUVER ISLAND
7604,1989-10-06T18:26:17+0000,66.612,-135.594,18.0,4.0,ML,NORTHERN YUKON TERRITORY.
7626,1989-10-11T08:50:17+0000,57.426,-136.305,10.0,4.4,ML,SOUTHEASTERN ALASKA.
7649,1989-10-14T23:35:02+0000,57.651,-143.01,10.0,4.0,ML,467 km SW from Destruction Bay
7667,1989-10-17T23:56:28+0000,51.247,-130.822,18.0,4.1,ML,SOUTHEAST of MORESBY ISLAND
7744,1989-11-05T14:32:42+0000,48.706,-128.268,10.0,4.6,MB,WEST of VANCOUVER ISLAND
7745,1989-11-05T15:01:06+0000,48.706,-128.307,10.0,4.8,MB,WEST of VANCOUVER ISLAND
7758,1989-11-06T23:20:28+0000,48.707,-128.372,10.0,4.1,MB,WEST of VANCOUVER ISLAND
7771,1989-11-10T14:13:19+0000,49.151,-129.256,10.0,4.2,MB,WEST of VANCOUVER ISLAND
7783,1989-11-13T14:06:45+0000,59.109,-137.065,5.0,4.6,ML,178 km SW from Carcross
7792,1989-11-16T09:24:51+0000,46.576,-76.602,18.0,4.0,MN,WESTERN QUEBEC. Felt
7834,1989-11-28T20:09:42+0000,57.996,-142.67,10.0,4.4,ML,424 km SW from Destruction Bay
7835,1989-11-28T20:14:22+0000,58.005,-142.656,10.0,4.2,ML,423 km SW from Destruction Bay
7851,1989-12-01T05:32:53+0000,59.025,-142.483,10.0,4.6,MB,322 km SW from Destruction Bay
7856,1989-12-03T05:15:40+0000,46.98,-49.317,18.0,4.2,ML,OFFSHORE NEWFOUNDLAND
7873,1989-12-08T18:34:07+0000,62.522,-142.818,1.0,4.4,ML,102 km W  from Beaver Creek
7898,1989-12-16T16:15:06+0000,60.814,-138.955,5.0,4.5,ML,50 km S  from Destruction Bay
7899,1989-12-16T17:24:30+0000,65.664,-134.781,18.0,4.7,MB,NORTHERN YUKON TERRITORY.
7930,1989-12-24T08:45:58+0000,46.649,-122.102,18.4,4.4,ML,NORTH of MOUNT ST. HELENS
7933,1989-12-25T04:25:50+0000,60.12,-73.6,5.0,5.1,MN,UNGAVA PENINSULA
7941,1989-12-25T14:24:32+0000,60.12,-73.6,5.0,6.3,Ms,UNGAVA
7957,1989-12-28T01:29:00+0000,60.12,-73.6,5.0,4.0,MN,UNGAVA PENINSULA
7995,1990-01-05T12:01:43+0000,60.12,-73.6,5.0,4.4,MN,UNGAVA PENINSULA
8018,1990-01-12T22:17:06+0000,53.87,-131.316,19.0,5.3,MB,57 km E  from Masset
8025,1990-01-12T22:48:16+0000,53.856,-131.328,14.4,4.2,MB,NORTHERN HECATE STRAIT
8043,1990-01-15T10:16:52+0000,53.839,-131.333,14.8,4.4,ML,NORTHERN HECATE STRAIT
8049,1990-01-15T16:31:52+0000,59.214,-144.67,10.0,4.4,MB,395 km SW from Burwash Landing
8081,1990-01-26T20:13:37+0000,53.904,-132.214,14.8,4.5,ML,NORTHERN GRAHAM ISLAND
8114,1990-02-03T09:54:53+0000,50.974,-130.619,18.0,5.4,MS,217 km SW from Bella Bella
8121,1990-02-04T02:15:21+0000,50.997,-130.632,18.0,4.2,ML,SOUTHEAST of MORESBY ISLAND
8129,1990-02-06T15:03:24+0000,49.29,-129.715,10.0,4.2,MB,WEST of VANCOUVER ISLAND
8155,1990-02-15T00:09:28+0000,44.455,-56.332,18.0,4.0,ML,LAURENTIAN SLOPE
8162,1990-02-16T13:28:43+0000,49.184,-127.615,10.0,5.2,MB,122 km SW from Gold River
8168,1990-02-18T08:48:45+0000,50.086,-130.186,10.0,4.6,MB,WEST of VANCOUVER ISLAND
8171,1990-02-19T08:41:14+0000,49.945,-130.266,10.0,4.0,MB,WEST of VANCOUVER ISLAND
8173,1990-02-19T09:11:43+0000,50.075,-130.145,10.0,4.3,MB,WEST of VANCOUVER ISLAND
8183,1990-02-23T19:02:13+0000,48.219,-128.998,10.0,4.7,MB,SOUTHWEST of VANCOUVER ISLAND
8188,1990-02-25T01:43:34+0000,58.561,-142.814,10.0,5.1,MB,GULF of ALASKA.
8310,1990-03-28T06:54:36+0000,55.096,-135.325,18.0,4.3,ML,COAST of SOUTHEAST ALASKA.
8313,1990-03-28T14:31:07+0000,49.343,-128.328,10.0,4.5,MB,WEST of VANCOUVER ISLAND
8334,1990-04-02T11:13:23+0000,48.832,-122.188,0.8,4.4,ML,26 km S  from Abbotsford
8347,1990-04-04T20:19:15+0000,61.237,-135.957,5.0,4.6,MB,54 km N  from Mendenhall Landing
8381,1990-04-14T05:33:26+0000,48.825,-122.191,2.0,4.9,ML,26 km S  from Abbotsford
8382,1990-04-14T05:40:07+0000,48.822,-122.188,3.6,4.0,ML,NEAR DEMING
8461,1990-04-24T21:40:04+0000,41.918,-48.341,18.0,4.7,ML,718 km SE from St. John's
8499,1990-05-05T23:45:33+0000,60.0,-141.231,10.0,4.8,MB,193 km SW from Destruction Bay
8543,1990-05-17T06:02:58+0000,59.684,-139.061,10.0,4.5,ML,147 km SW from Haines Junction
8560,1990-05-21T22:54:12+0000,61.36,-144.976,42.0,4.4,MB,SOUTHERN ALASKA.
8603,1990-06-04T16:34:58+0000,49.851,-129.54,10.0,4.4,MB,WEST of VANCOUVER ISLAND
8617,1990-06-10T05:00:54+0000,62.318,-124.263,10.0,5.1,MB,111 km S  from Wrigley
8619,1990-06-10T19:36:09+0000,52.623,-132.193,18.0,4.6,MB,32 km SW from Sewell Inlet
8620,1990-06-10T19:42:47+0000,60.205,-141.09,10.0,4.1,ML,171 km SW from Destruction Bay
8659,1990-06-21T03:56:07+0000,50.614,-130.308,10.0,4.1,MB,WEST of VANCOUVER ISLAND
8673,1990-06-23T06:35:53+0000,59.865,-141.724,10.0,4.2,ML,223 km SW from Destruction Bay
8711,1990-07-03T11:43:06+0000,58.746,-142.714,10.0,4.3,MB,355 km SW from Destruction Bay
8729,1990-07-11T15:14:04+0000,59.325,-136.476,10.0,5.8,MB,137 km SW from Carcross
8734,1990-07-11T17:33:36+0000,59.297,-136.508,10.0,4.3,ML,141 km SW from Carcross
8778,1990-07-25T03:58:08+0000,57.234,-143.144,10.0,4.1,MB,509 km SW from Haines Junction
8836,1990-08-10T11:07:47+0000,57.066,-143.257,10.0,4.1,ML,528 km SW from Haines Junction
8848,1990-08-14T06:59:27+0000,65.509,-134.638,18.0,4.1,ML,NORTHERN YUKON TERRITORY.
8958,1990-09-13T00:43:59+0000,48.948,-127.723,10.0,4.2,MB,WEST of VANCOUVER ISLAND
8981,1990-09-20T11:40:55+0000,55.771,-135.855,10.0,4.2,ML,COAST of SOUTHEASTERN ALASKA.
9005,1990-09-27T00:54:21+0000,58.461,-142.723,10.0,4.5,MB,381 km SW from Destruction Bay
9033,1990-10-02T08:17:14+0000,64.995,-133.623,18.0,4.1,ML,NORTHERN YUKON TERRITORY.
9068,1990-10-10T18:35:28+0000,56.817,-143.411,10.0,4.1,ML,GULF of ALASKA.
9090,1990-10-19T07:01:57+0000,46.474,-75.591,13.1,5.0,MN,11 km SW from Mont-Laurier
9120,1990-10-22T07:57:53+0000,58.996,-136.882,10.0,4.5,ML,180 km SW from Carcross
9121,1990-10-22T07:58:28+0000,58.996,-136.882,10.0,5.0,ML,SOUTHEASTERN ALASKA. Felt
9219,1990-11-15T13:47:16+0000,47.162,-76.111,18.0,4.1,MN,72 km NW from Ferme-Neuve
9248,1990-11-26T05:09:25+0000,64.57,-130.194,10.0,4.7,ML,178 km SW from Norman Wells
9255,1990-11-29T11:08:51+0000,78.505,-107.678,10.0,4.5,MB,97 km W  from Isachsen
9261,1990-11-30T21:12:33+0000,64.553,-130.179,18.0,4.3,ML,MACKENZIE MOUNTAINS
9280,1990-12-10T17:28:02+0000,59.722,-136.508,5.0,4.0,ML,ST. ELIAS MOUNTAINS
9283,1990-12-12T03:20:39+0000,47.522,-129.125,10.0,4.7,MB,SOUTHWEST of VANCOUVER ISLAND
9310,1990-12-21T00:22:43+0000,58.147,-142.678,10.0,4.4,MB,409 km SW from Destruction Bay
9335,1990-12-25T20:09:09+0000,62.182,-124.385,10.0,4.1,MN,NAHANNI
9347,1990-12-28T01:36:20+0000,48.494,-128.725,10.0,4.4,MB,WEST of VANCOUVER ISLAND
9352,1990-12-28T11:16:36+0000,48.491,-128.7,10.0,5.1,MB,229 km SW from Port Alice
9354,1990-12-28T16:33:08+0000,48.58,-128.64,10.0,4.9,MB,218 km SW from Port Alice
9360,1990-12-31T03:53:58+0000,47.617,-72.587,18.0,4.5,MN,25 km NE from La Tuque
9383,1991-01-05T16:21:05+0000,65.433,-134.108,18.0,5.1,MB,NORTHERN YUKON TERRITORY.
9391,1991-01-08T18:35:35+0000,51.149,-130.59,10.0,4.0,ML,249 km SW of KITIMAT
9420,1991-01-14T16:24:51+0000,58.146,-142.706,10.0,4.5,MB,410 km SW from Destruction Bay
9480,1991-01-30T20:06:40+0000,58.18,-136.837,10.0,4.2,ML,238 km SW from Atlin
9496,1991-02-04T19:37:31+0000,60.91,-43.141,10.0,4.8,MB,1134 km NE from Nutak
9559,1991-02-23T06:25:07+0000,49.488,-126.801,34.1,4.9,ML,54 km SW from Gold River
9569,1991-02-25T10:11:41+0000,76.261,-68.012,18.0,4.1,ML,NORTHERN BAFFIN BAY
9591,1991-03-05T16:12:03+0000,50.524,-130.161,10.0,4.0,MB,WEST of VANCOUVER ISLAND
9638,1991-03-20T22:03:41+0000,50.562,-130.217,10.0,4.1,ML,WEST of VANCOUVER ISLAND
9640,1991-03-21T03:31:40+0000,57.418,-143.097,10.0,4.2,ML,GULF of ALASKA.
9644,1991-03-24T11:25:11+0000,73.942,-80.405,18.0,4.1,MN,162 km NW of POND INLET
9702,1991-04-08T04:37:54+0000,47.887,-128.284,10.0,4.3,ML,233 km SW from Ucluelet
9711,1991-04-13T06:13:28+0000,59.727,-138.916,10.0,4.0,ML,139 km SW from Haines Junction
9818,1991-05-12T11:16:56+0000,62.657,-130.261,10.0,4.4,ML,EASTERN YUKON TERRITORY.
9821,1991-05-13T03:15:15+0000,62.003,-124.283,10.0,4.1,MN,118 km NW from Nahanni Butte
9842,1991-05-18T23:04:05+0000,58.133,-142.691,10.0,4.5,ML,411 km SW from Destruction Bay
9861,1991-05-24T12:49:24+0000,50.611,-130.278,10.0,4.0,MB,WEST of VANCOUVER ISLAND
9886,1991-05-31T15:39:43+0000,58.573,-143.456,10.0,4.7,MB,396 km SW from Destruction Bay
9887,1991-06-01T01:31:30+0000,67.132,-136.6,18.0,4.7,ML,NORTHERN YUKON TERRITORY.
9934,1991-06-13T21:21:48+0000,64.626,-134.696,10.0,4.8,ML,85 km N  from Keno Hill
9946,1991-06-16T16:46:53+0000,47.036,-76.769,18.0,4.2,MN,95 km NW from Maniwaki
9948,1991-06-17T08:53:19+0000,42.584,-74.645,12.3,4.3,MN,NORTHERN NEW YORK STATE
9980,1991-06-24T04:59:04+0000,58.31,-137.051,10.0,5.6,MB,239 km SW from Atlin
9981,1991-06-24T05:07:56+0000,58.385,-136.884,10.0,4.4,ML,NEAR ICY POINT
10042,1991-07-09T22:42:05+0000,54.457,-139.984,10.0,4.0,ML,NORTHWEST of GRAHAM ISLAND
10061,1991-07-15T20:24:05+0000,58.143,-142.952,10.0,4.0,ML,418 km SW from Destruction Bay
10068,1991-07-17T07:12:06+0000,50.757,-130.523,10.0,5.3,MS,214 km W  from Port Hardy
10072,1991-07-17T21:56:32+0000,61.439,-140.074,10.0,4.1,ML,59 km W  from Burwash Landing
10094,1991-07-23T12:38:34+0000,60.851,-130.428,18.0,4.0,ML,SOUTHERN YUKON TERRITORY.
10100,1991-07-24T18:10:04+0000,60.908,-58.711,18.0,5.0,ML,LABRADOR SEA
10118,1991-07-30T11:23:45+0000,59.164,-136.466,10.0,4.0,ML,150 km SW from Carcross
10123,1991-07-31T03:16:35+0000,58.973,-135.262,10.0,4.5,ML,111 km SW from Atlin
10165,1991-08-09T06:36:43+0000,65.208,-134.357,10.0,4.3,MB,NORTHERN YUKON TERRITORY.
10184,1991-08-13T19:22:31+0000,58.787,-136.73,10.0,4.4,ML,192 km SW from Carcross
10197,1991-08-16T00:58:19+0000,50.515,-130.084,10.0,4.0,MB,WEST of VANCOUVER ISLAND
10207,1991-08-19T15:15:04+0000,50.49,-130.116,10.0,4.2,ML,187 km W  from Port Hardy
10297,1991-09-14T10:25:01+0000,61.403,-140.014,10.0,5.0,MB,55 km W  from Burwash Landing
10299,1991-09-14T15:19:23+0000,61.445,-140.002,10.0,4.0,ML,55 km W  from Burwash Landing
10350,1991-09-20T22:30:17+0000,57.795,-142.972,10.0,4.0,ML,452 km SW from Destruction Bay
10354,1991-09-21T15:34:14+0000,62.305,-124.218,10.0,4.0,MN,NAHANNI
10420,1991-10-05T10:39:19+0000,50.713,-130.367,10.0,4.6,MB,203 km W  from Port Hardy
10429,1991-10-06T07:30:43+0000,48.97,-129.015,10.0,4.1,ML,194 km SW from Port Alice
10432,1991-10-06T17:32:39+0000,72.144,-136.518,35.0,4.0,ML,BEAUFORT SEA.
10469,1991-10-12T05:51:07+0000,58.222,-142.757,10.0,4.2,ML,405 km SW from Destruction Bay
10524,1991-10-22T20:38:58+0000,64.611,-138.461,10.0,4.8,MB,74 km NE from Arlington
10595,1991-11-03T20:43:31+0000,69.878,-130.993,10.0,4.7,MB,TUKTOYAKTUK PENINSULA
10596,1991-11-04T04:17:17+0000,58.32,-137.029,10.0,4.1,ML,237 km SW from Atlin
10621,1991-11-13T21:43:36+0000,74.527,-97.804,18.0,4.0,MN,BARROW STRAIT
10622,1991-11-14T00:51:47+0000,60.047,-140.688,10.0,4.6,ML,170 km SW from Destruction Bay
10625,1991-11-14T02:26:18+0000,50.617,-130.221,10.0,4.0,MB,WEST of VANCOUVER ISLAND
10704,1991-12-08T03:00:30+0000,47.7796,-69.864,23.2,4.3,MN,25 km W  from Riviere-du-Loup
10745,1991-12-19T04:41:35+0000,48.859,-129.081,10.0,5.6,MS,207 km SW from Port Alice
10746,1991-12-19T04:44:08+0000,48.906,-128.718,10.0,5.6,MS,188 km SW from Port Alice
10747,1991-12-19T04:45:41+0000,48.746,-129.135,10.0,5.3,MB,WEST of VANCOUVER ISLAND
10811,1992-01-02T16:40:38+0000,48.5201,-129.5045,10.0,6.0,MS,West of Vancouver Island
10822,1992-01-04T00:56:56+0000,66.733,-94.6,10.0,5.0,MB,218 km S  from Gjoa Haven
10823,1992-01-04T01:18:04+0000,66.733,-94.6,5.0,4.8,MN,227 km S  of GJOA HAVEN
10824,1992-01-04T01:26:09+0000,66.733,-94.6,5.0,4.1,MN,227 km S  of GJOA HAVEN
10853,1992-01-08T18:27:04+0000,66.733,-94.6,5.0,4.0,MN,227 km S  of GJOA HAVEN
10876,1992-01-13T06:07:28+0000,47.244,-49.236,18.0,4.0,MN,SOUTHERN GRAND BANKS
10877,1992-01-13T06:08:41+0000,48.867,-129.524,10.0,4.8,MS,WEST of VANCOUVER ISLAND
10930,1992-01-23T03:49:38+0000,65.304,-133.629,10.0,4.1,ML,NORTHERN YUKON TERRITORY.
10964,1992-02-02T15:25:23+0000,48.713,-129.044,10.0,4.5,MB,WEST of VANCOUVER ISLAND
11018,1992-02-15T07:02:58+0000,49.853,-130.043,10.0,4.4,MB,WEST of VANCOUVER ISLAND
11019,1992-02-15T07:02:58+0000,49.8537,-130.0437,10.0,4.4,mb,West of Vancouver Island
11070,1992-02-28T16:37:17+0000,48.377,-128.654,10.0,4.1,MB,WEST of VANCOUVER ISLAND
11097,1992-03-08T17:53:17+0000,58.873,-136.914,10.0,4.1,ML,GLACIER BAY
11101,1992-03-09T14:43:14+0000,60.912,-138.122,10.0,4.7,MB,ST. ELIAS MOUNTAINS
11155,1992-03-19T09:03:14+0000,50.522,-130.301,10.0,4.2,ML,WEST of VANCOUVER ISLAND
11156,1992-03-19T09:03:14+0000,50.5223,-130.3016,10.0,4.3,ML,204 km W   of Pt. Hardy
11216,1992-04-02T06:40:21+0000,49.004,-129.178,10.0,4.2,MB,WEST of VANCOUVER ISLAND
11217,1992-04-02T06:40:21+0000,49.0041,-129.1783,10.0,4.2,mb,West of Vancouver Island
11224,1992-04-06T13:54:38+0000,50.55,-130.46,10.0,6.8,MS,Main shock. West of Vancouver Island
11225,1992-04-06T13:57:49+0000,50.53,-130.39,10.0,5.2,mb,West of Vancouver Island
11228,1992-04-06T15:16:07+0000,50.43,-130.23,10.0,6.0,MS,201 km W   of Pt. Hardy
11229,1992-04-06T15:48:59+0000,50.42,-130.23,10.0,4.2,mb,West of Vancouver Island
11230,1992-04-06T16:13:27+0000,50.51,-130.32,10.0,4.1,mb,West of Vancouver Island
11234,1992-04-07T00:35:29+0000,50.92,-130.73,10.0,4.2,MB,WEST of VANCOUVER ISLAND
11235,1992-04-07T00:35:29+0000,50.92,-130.73,10.0,4.2,mb,West of Vancouver Island
11236,1992-04-07T00:42:16+0000,50.91,-130.72,10.0,5.0,MS,Northwest of Vancouver Island
11244,1992-04-07T14:53:55+0000,51.09,-130.97,10.0,4.0,MB,NORTHWEST of VANCOUVER ISLAND
11245,1992-04-07T14:53:55+0000,51.09,-130.97,10.0,4.0,mb,Northwest of Vancouver Island
11248,1992-04-07T18:12:24+0000,50.21,-130.27,10.0,4.3,MB,WEST of VANCOUVER ISLAND
11249,1992-04-07T18:12:24+0000,50.21,-130.27,10.0,4.3,mb,West of Vancouver Island
11250,1992-04-08T08:30:14+0000,50.73,-130.53,10.0,4.0,MB,WEST of VANCOUVER ISLAND
11251,1992-04-08T08:30:14+0000,50.73,-130.53,10.0,4.0,mb,West of Vancouver Island
11292,1992-04-23T00:07:10+0000,51.193,-131.153,10.0,4.8,MS,197 km S  from Sewell Inlet
11293,1992-04-23T00:28:34+0000,51.329,-131.258,10.0,4.2,MB,SOUTH of MORESBY ISLAND
11294,1992-04-23T04:48:39+0000,51.392,-131.048,10.0,4.0,MB,SOUTH of MORESBY ISLAND
11295,1992-04-23T05:40:10+0000,51.263,-131.169,10.0,5.8,MS,189 km S  from Sewell Inlet
11296,1992-04-23T06:04:11+0000,51.246,-131.324,10.0,4.3,MB,SOUTH of MORESBY ISLAND
11300,1992-04-23T16:32:14+0000,51.449,-131.071,10.0,4.3,MB,SOUTH of MORESBY ISLAND
11417,1992-05-18T15:15:17+0000,62.0,-127.822,10.0,4.5,ML,SELWYN MOUNTAINS
11497,1992-06-05T06:29:16+0000,60.737,-56.324,18.0,4.1,ML,LABRADOR RIDGE
11515,1992-06-09T21:21:48+0000,58.901,-137.587,5.0,4.0,ML,207 km S  from Haines Junction
11558,1992-06-23T14:49:07+0000,61.428,-139.885,0.0,4.0,MB,ST. ELIAS MOUNTAINS
11570,1992-06-27T01:21:03+0000,68.74,-96.819,18.0,4.6,MN,40 km W  from Gjoa Haven
11604,1992-07-04T18:12:18+0000,49.077,-129.571,10.0,4.5,MB,WEST of VANCOUVER ISLAND
11608,1992-07-05T08:20:47+0000,65.292,-134.389,10.0,4.7,ML,NORTHERN YUKON TERRITORY.
11609,1992-07-05T14:01:23+0000,50.528,-130.45,10.0,4.2,ML,WEST of VANCOUVER ISLAND
11651,1992-07-20T09:31:45+0000,67.135,-95.031,18.0,4.0,MN,DISTRICT of KEEWATIN
11652,1992-07-20T22:37:41+0000,66.992,-135.651,18.0,4.2,ML,RICHARDSON MOUNTAINS
11675,1992-07-26T15:25:21+0000,49.907,-130.192,10.0,4.7,MB,WEST of VANCOUVER ISLAND
11677,1992-07-27T01:40:37+0000,50.058,-130.203,10.0,4.1,MB,WEST of VANCOUVER ISLAND
11679,1992-07-27T04:19:08+0000,49.955,-130.27,10.0,4.9,MB,WEST of VANCOUVER ISLAND
11680,1992-07-27T04:21:30+0000,50.08,-130.199,10.0,5.2,MB,WEST of VANCOUVER ISLAND
11681,1992-07-27T05:01:37+0000,50.007,-130.208,10.0,4.2,MB,WEST of VANCOUVER ISLAND
11725,1992-08-07T18:19:18+0000,57.407,-142.901,13.6,6.6,MS,GULF of ALASKA. Felt
11726,1992-08-07T18:33:25+0000,57.414,-142.959,10.0,4.4,ML,GULF of ALASKA.
11766,1992-08-13T11:59:44+0000,70.003,-130.737,18.0,4.8,MB,NORTHEAST of TUKTOYAKTUK
11857,1992-09-03T13:42:08+0000,50.486,-130.336,10.0,4.2,MB,WEST of VANCOUVER ISLAND
11919,1992-09-15T19:33:10+0000,64.299,-129.163,10.0,4.1,ML,MACKENZIE MOUNTAINS
11923,1992-09-17T22:16:15+0000,59.987,-140.601,10.0,5.4,MB,SOUTHEASTERN ALASKA.
11948,1992-09-28T19:50:53+0000,57.359,-142.909,10.0,4.2,ML,GULF of ALASKA.
